carDrivingRate,bikeRidingRate,PC1,PC2
0.6916704174228675,0.5012045523772602,-321.2606772306485,46.35916031843123
0.5,0.5,-351.3842033834462,-84.13307768322726
0.6631860126274891,0.5,399.0566668603578,54.52810253836423
0.6704174228675136,0.5,126.5996149229206,-67.65363310193557
0.6913565497879458,0.5000202371797466,-320.26099333098284,42.69090073583076
0.6500907441016334,0.4860058759857739,-350.7826862502018,-69.01288434173743
0.6916835699797161,0.5075790701063985,522.1469908353355,-118.37333275114733
0.5,0.5,14.07548501782403,-89.60120024218187
0.7095794208159079,0.4971786281079175,-332.9205526702811,24.202001884604574
0.6589966295047964,0.5,-347.49545351812395,141.41231224680777
0.6849364791288566,0.5051490186576205,135.65522361262404,-31.201433439450064
0.6822902640360634,0.49538132000535495,87.63696645807447,-32.99661478886545
0.5,0.5,-299.46703708621357,62.384820488898704
0.7042865785152537,0.5,-348.09757093048745,56.08519039977898
0.7150301863031964,0.5,-137.0698325585369,24.152199600027856
0.7215970961887477,0.5,354.2292347889095,22.16645226648327
0.7431621650475072,0.5,-313.96106582392554,-56.09636843276918
0.6702871236446554,0.3884051889926221,-349.9313109978593,6.072725596305738
0.6798548094373865,0.3732686980609418,445.24268172391703,-48.10687935916738
0.6800967937084089,0.3784481201455371,281.71115463715796,-24.991968955771302
0.6957075929599461,0.3794128331296853,-311.1670462960662,48.91590419112245
0.6493518278454757,0.38854673686301777,-350.6285350630558,-25.8522848451801
0.6556079854809438,0.3892280382733688,-279.5190069506059,-99.09767873528132
0.6465906144672025,0.3753118359050171,-271.8987268078984,-104.16034683049963
0.5,0.5,-337.4412466385505,12.61916084773315
0.5992740471869329,0.37874029486172905,-351.4566354950373,-63.26698171735598
0.5,0.5,191.4386854038483,47.38969546915623
0.5,0.3617040187924576,240.13865600516908,-96.18633694651568
0.6392276460792935,0.35371008418285793,-334.59752479797606,-40.28755283679123
0.5,0.5,-348.2646298938566,89.52087842514166
0.5940684343322562,0.3656848153404174,500.00911476781135,-53.02328590548865
0.5,0.5,505.3283488335014,-56.28628722578281
0.5,0.5,-315.9438069721396,-45.31554942572331
0.6068033100784229,0.3775781348854865,-349.65925893121783,26.9462662945553
0.6310412045439269,0.3525183280967343,485.3658542233238,79.75569987720434
0.6796370235934664,0.3665684520677681,22.10266248343308,27.489529686116192
0.5,0.5,-326.61313417487645,-17.549505098899573
0.5,0.5,-350.3614362191264,-0.9343412143550609
0.5,0.5,513.7453530492791,38.51741979171441
0.6307552701382102,0.3480573226622888,548.3747750178214,-8.288648009763484
0.5,0.5,-300.975718410979,-40.48872128222697
0.63624107290169,0.37788010303094455,-348.5088173556537,43.59222255874783
0.6419682909290142,0.3763895971443141,453.8158783932973,33.1508910804425
0.5,0.5,-58.97280766570001,-0.42498227791718673
0.7386166565839887,0.3753103448275862,-322.1641950275411,-17.69692294337115
0.6243194192377496,0.3826936376210235,-349.0043371749207,79.40657372225026
0.6411596140987678,0.35627455682426074,521.1968407166486,-20.65683363932453
0.5,0.5,561.0454807107369,71.36189432742783
0.5,0.5,-329.42819713967634,-43.96359359195393
0.5985480943738657,0.3798342541436464,-347.50586279764343,106.21792495822908
0.5,0.37276478679504815,463.7494787471402,66.50271439077235
0.6614352948414285,0.3299040130705606,552.5821452323916,91.36120802834003
0.6693284936479129,0.3675185789378285,-324.27041630185937,-50.43040531164726
0.5,0.5,-347.71569551431446,132.55528297451204
0.5,0.5,499.7398202368548,60.65727997100871
0.5,0.5,545.3280414402268,13.07414516245063
0.6778192946870218,0.3573318216175359,-311.817187315079,-35.462197589829536
0.6041288566243194,0.3761401189689359,-348.8994506532214,-8.089138263573451
0.6203132351952678,0.3725396063370139,274.6078549531799,37.398627459239286
0.5,0.5,451.8799459697458,31.881049397554253
0.6393361044435337,0.3563847842320835,-308.37617642077936,-34.21217157974307
0.6130671506352087,0.38135140905209225,-348.3888647710689,87.36993628875041
0.7297578071218475,0.3598499941403961,458.42431751223666,13.075521551076656
0.5,0.5,516.3869325940137,-27.778636429121217
0.5,0.5,-322.5748978166619,-40.83230255157979
0.5,0.5,-349.2958329296203,33.43196504044215
0.6657851525365137,0.35568740464485504,439.7746984678885,-94.59570116652596
0.6848684210526316,0.3398127219890216,291.5089100195184,67.37570857056902
0.7594637316316375,0.3698966408268734,-314.522042694498,-26.658186004980127
0.5,0.5,-348.3849619639691,94.19949499855099
0.5,0.3643874411686803,442.49518796867375,60.78898907725891
0.5,0.5,141.12253204947177,67.1905820239676
0.8330762250453722,0.3736362679638443,-304.24740297039455,-105.47044414791328
0.5,0.5,-350.83651412310485,-35.3655982526055
0.6611601801438463,0.3746897261517971,508.5373388710371,-113.00391096431763
0.7105164164329318,0.35015925595617275,367.8511709600099,20.166787077531954
0.5,0.5,-293.5162125158281,49.965912938289144
0.5,0.5,-349.2325124577821,66.0138769235878
0.7099722991689751,0.3666193750227364,169.28727131566106,1.9826201307654345
0.5,0.5,22.95496206127302,59.85957939385025
0.5,0.5,-310.3692411381649,-92.46145696157828
0.5,0.5,-351.65572075392015,-92.12382088574475
0.5,0.5,357.6252414863009,-59.08284835182587
0.5,0.5,363.45121013502023,-70.15524963614082
0.8016223945443546,0.35568421052631577,-344.83756786471287,31.887734055187536
0.5,0.5,-351.15435623022137,-51.91621772910791
0.7482456140350877,0.3563538392456219,344.72358437500395,-121.56065309915566
0.7758298694455829,0.34302926967888603,447.57864146008967,39.56201730617603
0.8069147005444646,0.3531646276744316,-298.895235260769,-89.93146472918673
0.6739918176504968,0.36391203703703706,-348.64559277864527,75.32428491622284
0.5,0.5,491.5368294694504,36.41069808531485
0.8176007971246575,0.3400274461615736,423.6102532487489,2.6122178594786374
0.5,0.5,-314.3145759212844,-1.5755444382511523
0.5,0.5,-349.5351061525349,16.44435359013318
0.7058983666061706,0.3703251168720782,463.70224991162223,81.28397233562774
0.7994555353901996,0.34533664459161145,426.13582408133306,28.919018654595007
0.8396925376321127,0.356924721331501,-311.1089134804002,6.773942675200413
0.6741360003089161,0.3752687438146265,-349.62502454189206,30.28369665015268
0.7995306339570687,0.3599670098970309,446.5312476750978,25.769164394398015
0.8045722291208967,0.3457943925233645,528.2630496760903,80.89394709029658
0.8205998868138087,0.35833836279863984,-283.50169127385647,-43.90902662006962
0.5,0.5,-349.65491409720863,14.135740218835235
0.6613026819923372,0.3622637159981558,487.36073709009867,-90.60860860642735
0.6875983061101029,0.3444098303911388,534.9413840290282,-54.11955270607634
0.6710644677661171,0.34693994062571365,-328.48811396418535,-15.099614887423519
